businessname,dbaname,address,city,state,zip,licstatus,licensecat,descript,license_add_dt_tm,dayphn_cleaned,property_id,latitude,longitude
Levy Premium Food Court 5,,415 Summer,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2010-05-26 18:20:52+00,6179542222,132014,42.34678976695919,-71.04493757567293
Levy Premium Main Kitchen & Commissary,,415 Summer,Boston,MA,02210,Active,FS,Eating & Drinking,2010-05-26 18:03:15+00,6179542222,132014,42.34678976695919,-71.04493757567293
LFV,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2010-03-31 17:16:42+00,6175366683,156417,42.346768333561606,-71.09864788266272
Libertine,,125 Salem,Boston,MA,02113,Active,FS,Eating & Drinking,2020-01-10 14:35:02.547+00,6174802180,360595,42.36466000042241,-71.05536000096072
Liberty Diner,,1003 MASSACHUSETTS ,ROXBURY,MA,02118,Active,FS,Eating & Drinking,2006-12-07 18:34:08+00,6174429262,,42.328063059593845,-71.06831166793306
LICKS CAFE,,1140 Boylston,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:05+00,6177472712,156962,42.34659009640358,-71.0895022708843
Life Alive,,431 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,2018-12-11 16:23:42.273+00,,18327,42.351610000362605,-71.07284000071324
Life Alive Cafe,,505 Tremont,Boston,MA,02116,Active,FS,Eating & Drinking,2021-02-22 19:56:09.447+00,6173887697,137486,42.345092963419866,-71.07041102892094
Life Alive Organic Cafe,,435 Huntington,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,2023-08-29 14:13:44.31+00,,398983,42.319790000271766,-71.11200000120121
Life Time,,800 Boylston,Boston,MA,02199,Active,FS,Eating & Drinking,2024-08-20 14:09:02.663+00,,157244,42.34729680482496,-71.0814574594804
Lilly Boston-Food Services,,15 Necco,Boston,MA,02210,Active,FS,Eating & Drinking,2024-07-01 18:48:41.18+00,,421292,42.34896823128683,-71.05132367358448
Lilly Gourmet Pasta Express,,1526 Tremont,Mission Hill,MA,02120,Active,FT,Eating & Drinking w/ Take Out,2010-02-18 15:12:20+00,6174278080,170516,42.33227615960517,-71.1000306936827
Lily P's- K13,,80 Causeway,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2020-02-26 15:17:15.49+00,6172252900,423633,42.36553349531547,-71.06185622592876
Lily's,,33 Batterymarch,Boston,MA,02109,Active,FS,Eating & Drinking,2019-06-05 16:38:46.173+00,6173507275,422672,42.35738822074421,-71.05405419067279
Lily's Coffee & Cafe,,33 Arch,Boston,MA,02110,Active,FS,Eating & Drinking,2020-02-27 16:20:35.957+00,,4547,42.35619999934302,-71.05804000167691
Lily's Pizza,,2 Oliver,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,2020-02-27 18:16:48.763+00,6177341911,157798,42.35731223145276,-71.05455288666938
Limani Grille,,100 Northern,Boston,MA,02210,Active,FS,Eating & Drinking,2022-08-18 15:02:00.017+00,,172336,42.35223926109794,-71.04353645387097
Lime Red Tea House,,1092 Commonwealth,Boston,MA,02446,Active,FS,Eating & Drinking,2016-12-05 16:22:28.447+00,7186667214,163736,42.35175073627082,-71.12415806891677
LIMONCELLO,,190 North,Boston,MA,02109,Active,FS,Eating & Drinking,2006-12-07 18:35:45+00,6175234480,158273,42.363379719570304,-71.05396177868133
Lincoln Tavern,,425 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,2012-05-03 17:26:00+00,7818208103,21502,42.336350000601435,-71.04755000110535
Liq 4 / Kettle One,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2011-08-18 12:57:50+00,6175366683,156417,42.346768333561606,-71.09864788266272
LITTLE ASIA RESTAURANT,,991 Bennington,East Boston,MA,02128,Active,FS,Eating & Drinking,2006-12-07 18:34:49+00,6175698888,158064,42.38637574888153,-71.00704152392949
Little Haiti International Cuisine,,1184 Hyde Park,Hyde Park,MA,02136,Active,FS,Eating & Drinking,2022-12-07 16:17:54.89+00,6173641313,352497,42.25829999961187,-71.12331000038382
Little Pizza King,,389 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2007-07-07 16:16:15+00,6177877800,143534,42.34929000046774,-71.15484000133598
Little Sage,,350 Hanover,Boston,MA,02113,Active,FS,Eating & Drinking,2012-04-23 14:15:51+00,,69117,42.36511999981242,-71.05339000074036
Little Steve's Pizza,,1112 Boylston,Boston,MA,02115,Active,FS,Eating & Drinking,2024-08-27 18:37:24.133+00,2692670304,18057,42.34679399915904,-71.0887090008646
Little Tao,,1153 Commonwealth,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2022-07-21 15:34:14.793+00,6172072781,156144,42.35088171551585,-71.1275915512791
Little Whale Oyster Bar,,314 Newbury,Boston,MA,02115,Active,FS,Eating & Drinking,2018-06-20 14:12:54.347+00,6178186588,101543,42.3486169998151,-71.08533400090072
Little Wolf Coffee,,51 Sleeper,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2025-04-03 15:53:52.02+00,9412092873,128151,42.352548763279565,-71.048526816108
Liuyishon Hotpot Boston,,702 Washington,Boston,MA,02111,Active,FS,Eating & Drinking,2018-10-26 13:37:55.747+00,8572332971,155789,42.35111282269877,-71.06279669422453
Lobstah On A Roll,,254 Newbury,Boston,MA,02116,Active,FS,Eating & Drinking,2019-09-26 16:37:14.797+00,6174312284,101470,42.34931000081422,-71.08274000172324
Local 149,,143 P,South Boston,MA,02127,Active,FS,Eating & Drinking,2011-02-04 18:14:58+00,6172690900,106247,42.33337000000593,-71.02731000081627
LoContes Italian Restaurant,,114 Salem,Boston,MA,02113,Active,FS,Eating & Drinking,2023-11-20 17:03:40.783+00,6177203550,169404,42.36462710235721,-71.05562634564969
Loco Taqueria & Oyster Bar,,412 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,2014-09-19 17:30:45.007+00,6176501000,156328,42.33703932268642,-71.04768956904223
Loco Taqueria & Oyster Bar,,61 Brookline,Boston,MA,02215,Active,FS,Eating & Drinking,2023-04-13 14:36:28.143+00,8572770769,22107,42.34718999979615,-71.09900000136422
Logan Food Market,,45 Transportation,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2021-02-18 13:57:05.673+00,,437747,42.36667457310752,-71.02772059976026
Lola 42,,20 Liberty,Boston,MA,02210,Active,FS,Eating & Drinking,2025-11-13 20:29:00.14+00,6179514002,347405,42.35452618221384,-71.0453463769094
Lolita Cocina & Tequila Bar,,253 Summer,Boston,MA,02210,Active,FS,Eating & Drinking,2016-07-21 16:00:32.92+00,8574450202,131986,42.350169999158695,-71.05127000189427
Lolita Cocina & Tequila Bar,,265 Dartmouth,Boston,MA,02116,Active,FS,Eating & Drinking,2010-12-10 17:41:45+00,8574450202,46340,42.35073999993309,-71.07729000078618
Lone Star Taco Bar,,465 Cambridge,Allston,MA,02134,Active,FS,Eating & Drinking,2007-01-11 16:23:11+00,6178773709,25141,42.354055119517426,-71.13689527212027
Long Live Roxbury - Taproom,,152 Hampden,Roxbury,MA,02119,Active,FS,Eating & Drinking,2023-03-15 16:46:02.827+00,6173345633,68561,42.32779000047516,-71.07492000166427
Lookout Rooftop and Bar,,70 Sleeper,Boston,MA,02210,Active,FS,Eating & Drinking,2017-08-21 15:48:28.723+00,6173383030,350594,42.35369159555376,-71.04829376360414
Lord Hobo Seaport,,2 Dry Dock,Boston,MA,02210,Active,FS,Eating & Drinking,2021-03-29 19:48:52.91+00,6179973236,421017,42.34496041650667,-71.03767730675702
Loretta's Last Call/Back Door Donuts,,1 Lansdowne,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:47+00,6172680233,156198,42.347312193081805,-71.09448945959561
Los Alebrijes,,190H Sumner,East Boston,MA,02128,Active,FS,Eating & Drinking,2024-01-12 17:53:09.423+00,,170105,42.36926257168735,-71.04012826062228
Los Amigos,,366 Washington,Brighton,MA,02135,Active,FS,Eating & Drinking,2016-08-04 12:21:14.393+00,6179596915,157837,42.348920083703135,-71.15376397401229
Los Amigos Mexican Grill,,1741 Centre,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,2011-05-24 18:15:13+00,,27711,42.28746000051657,-71.15016000052862
LOS ARRIEROS REST,,13 Meridian,East Boston,MA,02128,Active,FS,Eating & Drinking,2006-12-07 18:34:31+00,6175691666,94394,42.37060100016964,-71.03875100222734
Los Delicias Colombianas 2,,1231 River,Hyde Park,MA,02136,Active,FS,Eating & Drinking,2021-01-22 18:00:16.35+00,8579284667,352031,42.25613000020769,-71.12304000079345
Los Hornitos,,235 Meridian,East Boston,MA,02128,Active,FS,Eating & Drinking,2021-09-01 18:01:33.83+00,6175670213,351585,42.375808999878146,-71.03890000169433
Los Pinos Restaurante Mexican Grill,Los Pinos Restaurante Mexican Grill,82 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2019-12-06 17:48:27.05+00,6175671761,392140,42.37610000007503,-71.03605000091521
L'OSTERIA RESTAURANT,,104 Salem,Boston,MA,02113,Active,FS,Eating & Drinking,2006-12-07 18:34:30+00,6177237847,157357,42.36429231868044,-71.05562932398456
Lotus Test Kitchen,,2 Avenue De Lafayette,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2022-01-13 20:37:34.773+00,6175427482,6847,42.35404000016943,-71.06110000163339
Louis Corner,,552 Tremont,Roxbury,MA,02118,Active,FS,Eating & Drinking,2025-06-20 19:18:02.627+00,7815408666,137630,42.34375999982088,-71.07146000068336
Love Art Sushi,,1 Haviland,Boston,MA,02115,Active,FS,Eating & Drinking,2016-08-24 17:01:04.33+00,,364981,42.34665000014692,-71.08772000123842
Love Art Sushi,,40 Water,Boston,MA,02109,Active,FS,Eating & Drinking,2018-12-12 17:37:11.233+00,,156337,42.3577377886227,-71.05678016398052
Love Art Sushi,,53 Northern,Boston,MA,02210,Active,FS,Eating & Drinking,2022-06-10 19:09:21.66+00,8573108804,419809,42.352965413253,-71.04645446674436
Love Health,,444 Blue Hill,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2023-06-29 19:13:56.74+00,8455386286,437921,42.30960554641259,-71.08225857361471
LOWER DINING CORCORAN DINING FACILITY,,60 ST THOMAS MORE,BRIGHTON,MA,02135,Active,FS,Eating & Drinking,2007-03-23 20:42:00+00,6175523181,,,
Lower Mills Tavern,,2269 Dorchester,Dorchester,MA,02124,Active,FS,Eating & Drinking,2015-11-23 16:52:56.24+00,6179083110,48563,42.27298999958957,-71.06805000143515
L STREET DINER,,108 L,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:52+00,6172681155,156806,42.33405287212885,-71.03509165918365
L STREET TAVERN,L Street Tavern,656 Eighth,South Boston,MA,02127,Active,FS,Eating & Drinking,2024-12-02 16:59:41.76+00,6177524947,52362,42.331619999556,-71.03546000124919
Lucca North End,,226 Hanover,Boston,MA,02113,Active,FS,Eating & Drinking,2006-12-07 18:35:18+00,9786646956,161061,42.36314874876525,-71.05547245179758
Lucca Restaurant & Bar,,200 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2018-05-11 15:10:52.667+00,6175673387,341353,42.362677345436204,-71.01863498065062
Lucia Ristorante,,415 Hanover,Boston,MA,02109,Active,FS,Eating & Drinking,2016-09-06 16:35:59.413+00,6176057001,165989,42.36557891786807,-71.05271880807297
Lucie's,,120 Huntington,Boston,MA,02116,Active,FS,Eating & Drinking,2019-05-22 16:13:22.7+00,6174247000,351913,42.345509999911236,-71.08107000054265
Lucky Boston Chinese Restaurant,,3096 Washington,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,2025-09-10 19:02:31.88+00,6174458302,144623,42.31505999955859,-71.0987700006297
LUCKY CAFE,,1107 Dorchester,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2020-10-15 14:20:19.24+00,6178229888,48202,42.31273194353501,-71.05741316948426
LUCKY'S,,355 Congress,Boston,MA,02210,Active,FS,Eating & Drinking,2006-12-07 18:35:20+00,6175232727,42108,42.350051346088456,-71.04848093021124
Lucky Strike Fenway,,145 Ipswich,Boston,MA,02215,Active,FS,Eating & Drinking,2024-02-29 15:14:01.06+00,6174370300,157262,42.34741117495661,-71.09442266222005
Lucky Tiger/Sunnyside Cafe,,100 Hood Park,Charlestown,MA,02129,Active,FS,Eating & Drinking,2024-10-25 15:00:26.153+00,6173774992,438345,42.379706129174394,-71.07293963093903
Lucy Ethopian Cafe,,334 Massachusetts,Boston,MA,02115,Active,FS,Eating & Drinking,2010-04-08 18:34:28+00,6176061336,156790,42.342610373743526,-71.08416984132879
Lucy's American Tavern,,11 Granite,Dorchester,MA,02124,Active,FS,Eating & Drinking,2016-04-13 18:13:07.17+00,6176998979,419668,42.28225653964938,-71.05583851045893
Lufthansa Lounge,,500 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2021-08-23 14:39:28.637+00,8663723035,341351,42.36990420124479,-71.01943927546833
Luke's Lobster,,191W Atlantic,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2025-04-15 15:31:33.433+00,,459180,42.36014939325313,-71.05238709090393
Luke's Lobster,,290 Washington,Boston,MA,02109,Active,FS,Eating & Drinking,2016-06-08 14:46:48.013+00,6465594644,351606,42.35730000014778,-71.05744000134415
Luke's Lobster,,75 Exeter,Boston,MA,02199,Active,FS,Eating & Drinking,2015-04-23 13:05:34.663+00,6465594644,341910,42.34854086205384,-71.07924301475478
Lulu Green #14 / Cafe Lulu #15,,201 Brookline,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2025-04-29 14:30:52.417+00,6174609925,340960,42.34486239691058,-71.10160474147757
Lulu Green Cafe  Bakery and Juice Bar,Lulu Green Cafe,246 Broadway,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2019-08-13 19:19:53.7+00,6174609925,21406,42.33968557205553,-71.05151250483723
LULUS' ALLSTON,,417 Cambridge,Allston,MA,02134,Active,FS,Eating & Drinking,2013-06-14 13:36:41+00,,25121,42.35512300049573,-71.13406200067374
Luma's Coffee Shop,,1 Federal,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2023-10-30 14:44:15.327+00,9784575444,57149,42.356099999821765,-71.05695000137317
Luna's,,945 Saratoga,East Boston,MA,02128,Active,FS,Eating & Drinking,2015-10-23 15:31:56.92+00,6172167237,122881,42.38657799941322,-71.00915700053324
LY4/LB4,Aramark Corporation,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2008-11-16 16:26:02+00,6175366683,156417,42.346768333561606,-71.09864788266272
Maaz's Chicken,,838 Blue Hill,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2023-10-31 17:25:43.373+00,,156230,42.29605385338809,-71.08722928243614
Macaron Milieu - Lower Level,,32 Cambridge,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2023-12-01 17:05:46.317+00,6177180188,25110,42.383569999309664,-71.0743500017016
Machi Machi,,176 Harvard,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2022-06-23 18:26:39.23+00,7813081164,404367,42.35150999988592,-71.13137000138654
MACUMBA LATINA,,477 River,Mattapan,MA,02126,Active,FS,Eating & Drinking,2014-03-06 20:21:17+00,6178982014,352150,42.26818800055372,-71.09305600077109
Macy's Starbucks Kiosk,,450 Washington,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2018-08-29 15:42:19.203+00,6173573000,358582,42.35497000036087,-71.06067000165463
Madhouse Cafe,,24 Blue Hill,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,2022-01-13 17:35:19.407+00,6176860740,375449,42.32427999963651,-71.07546000117557
Madras Dosa Co,,99 Seaport,Boston,MA,02210,Active,FS,Eating & Drinking,2021-05-21 17:25:00.92+00,2692670304,421657,42.35138897914938,-71.04542451835823
MAGGIANO'S,,4 COLUMBUS ,BOSTON,MA,02116,Active,FS,Eating & Drinking,2006-12-07 18:35:09+00,6175423456,,42.35122288738288,-71.06820913654792
Maggie's Grill @ Franklin Park Golf Course,,1 Circuit,Roxbury,MA,02119,Active,FS,Eating & Drinking,2017-04-25 19:41:41.66+00,6179682112,,,
Mai,,31 Northern,Boston,MA,02210,Active,FS,Eating & Drinking,2025-03-25 14:17:17.887+00,7186667214,423866,42.353288709717674,-71.04730022101597
Mala Kungfu,,155 Brighton,Allston,MA,02134,Active,FS,Eating & Drinking,2018-07-30 15:48:55.263+00,3479785656,156499,42.3532007464976,-71.1319397200218
Ma La Restaurant,,129 Brighton,Allston,MA,02134,Active,FS,Eating & Drinking,2015-05-11 14:36:28.563+00,6178885366,156332,42.35308835293645,-71.13111906628596
Mala Town,,190 Harvard,Allston,MA,02134,Active,FS,Eating & Drinking,2024-08-07 15:49:43.987+00,6608886888,166107,42.35082933643827,-71.1308933256637
Mamacita,,329 Huntington,Boston,MA,02115,Active,FS,Eating & Drinking,2021-07-26 18:09:22.667+00,6177555547,156145,42.34092350565341,-71.08819051552706
Ma Maison,,272 Cambridge,Boston,MA,02114,Active,FS,Eating & Drinking,2006-12-07 18:36:07+00,8572658889,25263,42.360949999837665,-71.06795000121777
Mama's Place,,764 Huntington,Mission Hill,MA,02120,Active,FT,Eating & Drinking w/ Take Out,2014-02-06 19:20:24+00,6175661300,255810,42.33330999984687,-71.10601000128305
Mama Stella's Pizza,,427 Faneuil,Brighton,MA,02135,Active,FS,Eating & Drinking,2025-01-21 13:25:45.497+00,6172542022,56293,42.351221000539724,-71.16835000171987
MAMMA MARIA RESTAURANT,,3 North,Boston,MA,02113,Active,FS,Eating & Drinking,2021-07-06 17:51:39.943+00,7812154354,361060,42.36407000000828,-71.05331000103368
Mana Escondido Cafe,,68 Pembroke,Roxbury,MA,02118,Active,FT,Eating & Drinking w/ Take Out,2012-10-10 18:19:55+00,,341189,42.342688478029274,-71.07690197212487
Mana Grill,,220 Columbia,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2024-04-17 18:26:59.19+00,,35185,42.307590000432974,-71.0762900005258
Mandarin House,,633 Hyde Park,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2016-12-12 17:26:41.093+00,6173273131,351811,42.278848999481596,-71.11939500101899
Mandarin Oriental Hotel,,776 Boylston,Boston,MA,02199,Active,FS,Eating & Drinking,2016-04-01 15:41:34.97+00,6175358888,355915,42.34870099983371,-71.08163200109793
MANGIA MANGIA,,147 Endicott,Boston,MA,02113,Active,FS,Eating & Drinking,2021-01-22 17:20:41.8+00,6173774875,351040,42.365007000093804,-71.05718400132214
Mangu Dominican Bistro,,264 Hyde Park,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2021-05-05 12:22:10.17+00,6179875331,156909,42.29250900533288,-71.1175193609789
Manhattan Bagel and Coffee CO,,147 Massachusetts,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2023-10-05 14:59:58.277+00,8572460966,91973,42.34665628489439,-71.08776364083224
Marabou Cafe,,1592 Blue Hill,Mattapan,MA,02126,Active,FS,Eating & Drinking,2025-04-28 16:24:12.36+00,9548025106,156355,42.269621773785744,-71.09320960524427
Marcelino's,,1 Courthouse,Boston,MA,02210,Active,FS,Eating & Drinking,2024-04-17 16:31:09.487+00,,343182,42.35399627954295,-71.04703810148808
MARE,,3 Mechanic,Boston,MA,02113,Active,FS,Eating & Drinking,2013-11-01 19:39:05+00,6175230015,273628,42.36285800043182,-71.05505600120145
Maria's Kitchen,,1819 Centre,West Roxbury,MA,02132,Active,FS,Eating & Drinking,2017-04-12 18:11:08.603+00,6175933959,27728,42.287061055625074,-71.15368310279449
Maria's Taqueria,,226 Tremont,Boston,MA,02116,Active,FS,Eating & Drinking,2008-03-20 16:58:55+00,6178773258,137459,42.35138999974278,-71.06457000137098
Mariel/My Girl,,10 Post Office,Boston,MA,02109,Active,FS,Eating & Drinking,2019-02-22 15:18:07.273+00,6173338776,112362,42.3574967579869,-71.05609967190038
MARINER'S HOUSE,,9 NORTH,BOSTON,MA,02113,Active,FS,Eating & Drinking,2006-12-07 18:34:07+00,6172273979,,42.36387236423423,-71.053628984065
Mario's,,8 Perkins,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,2023-08-01 16:44:59.683+00,,396166,42.32168999957605,-71.11063000159145
MARIO'S RESTAURANT,,347 CHELSEA,EAST BOSTON,MA,02128,Active,FS,Eating & Drinking,2006-12-07 18:34:21+00,6175678608,,42.37818008178207,-71.02887144994968
Mario's Subs & Salads,,651 Warren,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2024-10-29 14:53:56.853+00,6173593387,143328,42.30975600006413,-71.08301800162583
Market Bagels,HSI MCA BOS FB  LLC,300 Terminal,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2019-06-27 16:00:46.92+00,6176346097,341352,42.3666199526667,-71.016589349149
Market Bar,HSI MCA BOS FB  LLC,300 Terminal,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2019-06-27 15:54:59.117+00,6176346097,341352,42.3666199526667,-71.016589349149
Marketplace Cafe & Take Away,,240 Mount Vernon,Dorchester,MA,02125,Active,FS,Eating & Drinking,2006-12-07 18:35:07+00,6178223600,98929,42.32043527097007,-71.04804043116269
MARRIOTT HOTEL-COPLEY PLACE,,110 HUNTINGTON ,BOSTON,MA,02116,Active,FS,Eating & Drinking,2006-12-07 18:34:17+00,2365800,,42.3470327059247,-71.07782987023677
MARRIOTT'S CUSTOM HOUSE,,3 MC KINLEY,BOSTON,MA,02109,Active,FS,Eating & Drinking,2006-12-07 18:34:53+00,6173106300,,42.359042495500915,-71.05355946580914
Marseille,,560 Harrison,Roxbury,MA,02118,Active,FS,Eating & Drinking,2023-04-04 14:16:54.83+00,8572770366,69986,42.3408100000299,-71.06744000135994
